"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"11";"91";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"12";"91";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"13";"92";"contact_power_2";"A";"approved";"192.77";"213.36";"1192.0";"871.0";"";"3";"4";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"14";"93";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"15";"94";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"16";"95";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"17";"96";"contact_power_2";"A";"approved";"192.77";"304.06";"1192.0";"871.0";"";"3";"4";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"18";"96";"contact_power_2";"A";"approved";"351.51";"304.06";"1192.0";"871.0";"";"3";"4";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"19";"97";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"20";"98";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"21";"99";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"22";"100";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"23";"101";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"24";"102";"contact_power_2";"A";"approved";"192.77";"281.39";"1192.0";"871.0";"";"3";"4";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"25";"102";"contact_power_2";"A";"approved";"351.51";"281.39";"1192.0";"871.0";"";"3";"4";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"26";"103";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"85";"29";"= 427";"+ 400A";"press";"spare";""
"27";"103";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"85";"29";"= 427";"+ 400A";"press";"spare";""
"28";"104";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"86";"29";"= 427";"+ 400A";"press";"spare";""
"29";"104";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"86";"29";"= 427";"+ 400A";"press";"spare";""
"30";"105";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"87";"29";"= 427";"+ 400A";"press";"spare";""
"31";"105";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"87";"29";"= 427";"+ 400A";"press";"spare";""
"32";"106";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"88";"29";"= 427";"+ 400A";"press";"spare";""
"33";"106";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"88";"29";"= 427";"+ 400A";"press";"spare";""
"34";"107";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"35";"107";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"36";"108";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"37";"108";"contact_power_2";"A";"approved";"351.51";"338.08";"1192.0";"871.0";"";"3";"4";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"38";"109";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"39";"109";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"40";"109";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"41";"109";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"42";"110";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"43";"110";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"44";"110";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"45";"110";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"46";"111";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"47";"111";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"48";"111";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"49";"111";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"50";"112";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"51";"112";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"52";"112";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"53";"112";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"54";"113";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"55";"113";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"56";"113";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"57";"113";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"58";"114";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"59";"114";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"60";"114";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"61";"114";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"62";"115";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"63";"115";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"64";"115";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"65";"115";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"66";"116";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"67";"116";"contact_power_2";"A";"approved";"328.83";"236.03";"1192.0";"871.0";"";"3";"4";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"68";"116";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"69";"116";"contact_power_2";"A";"approved";"328.83";"326.74";"1192.0";"871.0";"";"3";"4";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"70";"117";"contact_power_2";"A";"approved";"192.77";"440.13";"1192.0";"871.0";"";"3";"4";"100";"29";"= 427";"+ 400A";"press";"central hydraulic band control";"427M?"
"71";"118";"contact_power_2";"A";"approved";"192.77";"360.76";"1192.0";"871.0";"";"3";"4";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"72";"119";"contact_power_2";"A";"approved";"192.77";"360.76";"1192.0";"871.0";"";"3";"4";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
"73";"120";"contact_power_2";"A";"approved";"192.77";"360.76";"1192.0";"871.0";"";"3";"4";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3"
"74";"121";"contact_power_2";"A";"approved";"192.77";"360.76";"1192.0";"871.0";"";"3";"4";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4"
"75";"122";"contact_power_2";"A";"approved";"192.77";"281.39";"1192.0";"871.0";"";"3";"4";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"76";"122";"contact_power_2";"A";"approved";"328.83";"281.39";"1192.0";"871.0";"";"3";"4";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"77";"123";"contact_power_2";"A";"approved";"192.77";"281.39";"1192.0";"871.0";"";"3";"4";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"78";"123";"contact_power_2";"A";"approved";"328.83";"281.39";"1192.0";"871.0";"";"3";"4";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"79";"126";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"98";"21";"= 414";"+ 400H10";"forming machine C";"transport belt to matformer C";"414M01"
"80";"127";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"99";"21";"= 414";"+ 400H10";"forming machine C";"transport belt ??";"414M02"
"81";"128";"contact_power_2";"A";"approved";"192.77";"247.37";"1192.0";"871.0";"";"3";"4";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"82";"130";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"83";"132";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"84";"134";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10"
"85";"135";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"110";"21";"= 414";"+ 400H10";"forming machine C";"rotary combs";"414M11"
"86";"136";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"87";"137";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"112";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt left";"414M15"
"88";"138";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"113";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt right";"414M16"
"89";"139";"contact_power_2";"A";"approved";"192.77";"236.03";"1192.0";"871.0";"";"3";"4";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"90";"139";"contact_power_2";"A";"approved";"351.51";"236.03";"1192.0";"871.0";"";"3";"4";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"91";"139";"contact_power_2";"A";"approved";"192.77";"326.74";"1192.0";"871.0";"";"3";"4";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"92";"139";"contact_power_2";"A";"approved";"351.51";"326.74";"1192.0";"871.0";"";"3";"4";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"93";"141";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"94";"142";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"117";"21";"= 414";"+ 400H10";"forming machine C";"slow disks rolls";"414M21"
"95";"143";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11"
"96";"144";"contact_power_2";"A";"approved";"192.77";"338.08";"1192.0";"871.0";"";"3";"4";"119";"21";"= 414";"+ 400H10";"forming machine C";"transport belt cleaning brush";"414M26"
